240	33	82.219741847511	6	1	1
241	42	84.8684157125578	6	1	1
242	26	83.6232270502486	11	1	1
243	42	80.441903416787	10	0	1
244	30	83.1093706898058	14	0	2
245	26	86.6518373759764	13	0	1
246	44	84.7432816906992	9	1	1
247	21	86.5101557675855	7	1	2
248	0	82.3692970452117	12	1	1
249	0	85.9730547624569	7	1	1
250	36	81.5805196870115	11	1	1
251	35	86.5654282967434	8	0	1
252	0	86.7293197341794	5	1	3
253	4	86.6560575924798	6	1	3
254	39	82.1029833228368	9	0	1
255	26	82.1477967251816	8	0	1
256	17	88.2948913016552	6	1	1
257	21	83.138921271131	6	0	3
258	38	83.0110614351886	12	1	1
259	35	81.1732690088076	8	0	1
260	28	83.3588109878771	19	0	1
261	23	82.4892227373779	1	1	2
262	24	80.5182587285109	14	0	2
263	30	84.0019908633483	14	0	1
264	19	82.3458674785952	9	0	1
265	42	86.0425758894713	12	0	1
266	33	81.6938525991461	8	1	1
267	20	88.442122345421	9	1	1
268	44	84.3511960107336	5	1	1
269	44	81.6470131237051	13	0	1
270	31	87.6848683595614	13	0	1
271	25	84.0419116068498	10	0	3
272	21	86.9688742238986	11	1	1
273	32	84.6644407130047	16	0	2
274	22	82.2351105768716	9	1	1
275	30	84.728015174328	14	0	1
276	22	82.7415845181215	14	0	3
277	19	83.8173376917689	9	0	3
278	20	86.0016747265111	3	1	2
279	15	88.8500864022906	8	0	1
280	18	85.4313358555092	8	1	1
281	26	82.3114619046132	6	0	1
282	8	82.0828633418983	15	0	1
283	27	83.4928859014834	7	0	1
284	32	81.7925044302205	7	1	1
285	26	84.766871103215	13	0	2
286	6	84.6928169476986	11	1	2
287	24	85.2830163064175	10	1	1
288	22	86.1193378724963	5	1	1
289	34	82.0662607741848	9	0	1
290	41	86.348995613351	10	0	1
291	36	82.4629562548605	5	1	1
292	20	86.8347086371802	12	0	2
293	30	82.6641767079231	9	1	1
294	34	83.9407076554401	9	0	1
295	29	87.9214599721591	0	1	1
296	20	85.3917203632668	6	0	2
297	37	85.7731112994997	12	0	1
298	12	83.6798846138291	11	1	1
299	34	83.6730142368532	12	0	1
300	2	85.9305481692474	11	1	2
301	19	85.5990923591734	8	1	2
302	40	84.9853149221516	5	0	1
303	22	87.1136721315702	7	1	1
304	43	83.8182204457629	10	0	1
305	16	89.1948174393673	13	1	2
306	25	82.5171522717831	9	1	1
307	25	86.3612916653614	6	1	1
308	14	82.4770129311107	8	1	1
309	23	85.5984223673105	7	1	1
310	11	85.029518351337	6	1	1
311	11	85.8815662244236	13	0	2
312	10	87.1162747097033	10	0	3
313	36	86.8838884495446	15	0	1
314	26	80.4806416266282	12	1	2
315	0	89.6588071428955	5	1	3
316	43	82.2311801258553	12	0	1
317	15	84.9025296974496	11	0	1
318	31	84.0973617331684	10	1	1
319	40	80.371224401274	12	0	1
320	36	81.1393891778157	8	0	2
321	20	83.2080128190727	9	1	2
322	33	81.7521853073317	3	1	1
323	7	87.0197926702149	8	1	3
324	36	89.1863315496367	13	0	1
325	44	82.4599759325553	13	1	1
326	44	85.8506540913229	12	1	1
327	21	85.7047197391112	5	1	2
328	5	85.4586449175178	6	1	2
329	23	87.0396218161089	8	0	1
330	8	84.1642021893993	6	1	1
331	36	85.4817426361603	6	1	1
332	23	83.4599533444437	6	1	1
333	20	82.293460317816	8	1	1
334	11	81.5717055835923	12	1	2
335	23	86.3866815882962	11	1	1
336	36	81.1993770611645	9	1	1
337	16	84.2148122673784	12	1	2
338	30	83.0255739295057	13	0	1
339	11	87.1946506597528	7	1	3
340	17	85.0482133185732	9	1	1
341	25	88.2003956761085	5	1	1
342	36	82.3542549624795	8	1	2
343	21	83.9829873769174	7	1	2
344	27	80.0556240720631	10	0	1
345	39	84.9242977979425	12	0	2
346	9	86.3440704484896	5	1	1
347	34	85.273544294382	4	1	1
348	27	82.1178310011177	10	0	1
349	44	80.9903590130545	8	1	1
350	3	89.554927054906	6	1	2
351	25	83.7984496664285	7	1	1
352	6	82.1597524446874	4	0	1
353	9	82.088615048547	12	0	1
354	10	82.1733258661936	6	1	1
355	0	87.2003620096935	5	1	3
356	9	82.2006916723497	8	1	3
357	30	81.5912352966617	5	1	1
358	11	86.6939132518517	8	1	1
359	30	83.71347735779	1	1	1
360	12	81.6278755499503	11	1	1
361	9	87.6606748408705	8	1	2
362	23	88.8943727022781	10	0	1
363	25	85.0605080547783	13	0	3
364	6	85.9808192798732	8	1	3
365	12	82.4319483339138	8	1	2
366	8	84.5604510105711	8	1	2
367	24	81.1726874364274	8	1	1
368	25	84.4248877020098	8	0	1
369	31	85.6465805622029	12	0	2
370	3	81.1806348759404	14	1	3
371	38	83.1015695613612	12	0	2
372	21	84.3245771622849	6	1	1
373	10	80.8713868492821	3	1	1
374	30	86.6721105073524	8	1	2
375	29	83.3907230790501	11	0	2
376	11	86.6201033429941	10	0	1
377	19	86.4643058116664	14	0	1
378	40	82.2360066786605	9	1	1
379	24	83.7769089153315	11	0	3
380	39	88.2843576988274	7	1	1
381	43	83.9738891596365	10	1	1
382	29	83.2236963569466	12	1	1
383	23	80.4941777852972	11	1	1
384	27	85.7142104636588	9	1	1
385	31	86.5304344476105	6	0	1
386	34	86.7570926636171	13	0	1
387	44	80.656983193986	10	0	1
388	32	82.6338883743392	9	0	1
389	41	85.8095807618279	9	0	1
390	20	83.6002911858084	8	1	1
391	25	81.9471415634407	11	0	2
392	37	83.3206864403734	11	0	1
393	29	85.4448403275357	12	0	1
394	13	88.2842625453603	8	1	1
395	22	81.7981277631318	9	1	2
396	28	81.4737445849508	14	1	1
397	12	87.6249983616176	8	1	1
398	30	86.9660970992918	9	0	1
399	26	85.7072280347448	11	1	1
400	34	86.2596326425728	8	0	1
401	44	83.2229278734213	11	1	1
402	33	85.2587300364487	9	1	1
403	8	82.5792686226099	11	0	3
404	35	80.5022882204437	5	1	1
405	37	86.2604763201009	13	1	1
406	31	87.6996393486755	12	0	1
407	41	85.1122633755257	14	1	2
408	36	81.8762453642575	8	1	1
409	31	83.2865966282673	9	0	1
410	20	85.0370541777151	12	0	1
411	18	89.790931742727	6	1	1
412	38	81.146864540978	8	1	1
413	35	84.1828756253781	10	1	1
414	39	84.4876473838566	11	1	1
415	9	85.3110975723639	4	1	2
416	28	80.4908502952979	11	0	1
417	17	82.6274139147551	5	1	1
418	37	85.6936815133088	8	0	1
419	34	84.2504785469392	9	0	1
420	4	83.474018474379	7	0	3
421	28	81.4575720542121	16	0	1
422	42	86.2338136607922	9	0	1
423	32	80.2814193278519	12	0	1
424	11	83.2776217081918	9	1	2
425	32	85.8229563173032	14	0	2
426	29	87.6505624832923	10	1	2
427	31	83.2064293558467	7	1	1
428	27	81.6693972947735	11	1	1
429	44	82.6220843535584	12	0	1
430	14	86.4399602997483	5	0	1
431	28	83.6697640187902	10	0	1
432	37	80.6836535373452	14	1	1
433	29	84.360107006003	8	1	1
434	19	89.1510276082153	4	1	1
435	27	82.2843605108003	12	0	1
436	37	83.0053663701513	8	0	1
437	31	85.679276804166	8	1	1
438	36	85.8248654339302	10	0	1
439	21	84.2674373840156	12	0	1
440	15	84.9683615942746	8	1	2
441	31	83.7568583047289	12	0	2
442	31	80.3875154263226	11	1	1
443	28	85.9591528827802	13	1	2
444	3	81.3183755862142	12	0	3
445	23	81.3736733841807	7	1	1
446	36	80.4384004722818	13	0	1
447	43	84.969200628129	14	0	1
448	2	86.1899142036628	11	1	2
449	39	84.3639118185324	10	1	2
450	23	84.469430869163	7	1	2
451	13	84.9470793434943	9	1	1
452	26	87.4174597694676	15	0	2
453	19	82.4297640365548	13	1	3
454	24	89.0266017358854	8	0	1
455	17	81.5954083893708	8	1	1
456	12	87.3277362588962	9	1	1
457	35	84.4838935272433	13	1	1
458	27	91.0060889312085	4	1	1
459	11	82.5704855997859	13	1	1
460	20	81.0121097632117	7	1	2
461	42	85.1568985047017	15	0	1
462	7	86.96878755471	7	1	3
463	33	82.4782418632009	13	1	1
464	31	82.2376311099834	6	1	1
465	5	81.4805199773364	5	1	2
466	39	86.6228835747818	9	1	1
467	14	80.1966932056899	10	1	3
468	10	83.526272742024	10	0	1
469	43	87.8738371476914	11	0	1
470	29	83.5223625014233	11	0	2
471	19	86.5970482902801	7	1	1
472	10	83.0126580934326	10	1	2
473	24	82.1973909782828	14	0	2
474	14	87.1385984671668	5	1	1
475	0	86.2113594533149	8	1	3
476	33	82.0444298298083	9	0	1
477	22	84.8403704896714	11	0	1
478	27	81.9619111646768	8	0	1
479	23	87.6091152332802	1	1	1
480	38	81.7403936129052	9	0	1
481	24	81.6336265627424	12	0	1
482	39	80.5778908015596	7	1	1
483	32	84.2777024317331	12	0	1
484	6	90.5855668858306	9	0	1
485	41	81.1232563777479	10	1	1
486	22	84.4436056153894	5	1	1
487	19	82.9028676492367	9	1	1
488	36	84.7263499065748	14	0	1
489	26	82.0975527315222	11	1	1
490	44	85.2719318882329	12	0	1
491	21	86.1150321926519	12	1	1
492	27	81.2610283767751	7	1	1
493	28	85.5093329169278	10	1	1
494	22	82.8664043495478	10	0	1
495	33	87.0617761563358	6	1	1
496	34	81.1668270517117	7	1	1
497	5	86.1765626156825	7	1	2
498	25	80.5657123894885	9	1	1
499	42	86.05027967601	17	1	1
500	27	85.4503346255095	11	0	1
501	43	81.8883424253191	14	1	1
502	15	84.3289614649083	8	0	1
503	27	80.0164932270297	9	1	1
504	21	83.9535780453866	9	1	1
505	43	84.8700685817924	8	0	1
506	31	81.5346650761423	11	0	1
507	20	85.4134031073187	5	0	2
508	26	86.6367513811088	13	0	1
509	14	85.3852408614188	5	1	2
510	37	84.6222710357617	6	1	1
511	19	87.4565908402643	9	1	2
512	44	84.9709322502139	8	1	1
513	27	84.0624407370938	12	1	1
514	18	85.5848815759835	9	1	2
515	27	80.8469965255643	6	1	1
516	27	82.6428307036575	8	1	1
517	27	83.3278553312236	7	1	1
518	44	83.9478227542059	10	0	1
519	25	81.7227794762857	7	1	1
520	36	86.2785180444664	4	1	1
521	22	80.4952571646501	9	1	1
522	37	82.0509991707212	10	0	1
523	30	82.3211902586994	9	1	1
524	22	81.9352310421631	12	1	1
525	28	86.3339993172161	15	0	3
526	34	84.9268420909454	12	0	2
527	23	81.8615501912477	11	1	2
528	11	87.773173648022	7	0	2
529	5	87.0705042939588	8	1	1
530	37	82.6681981309792	8	0	1
531	24	83.9212376259517	15	0	1
532	26	85.9561428748858	7	1	1
533	36	84.7368645444998	15	0	1
534	30	84.9839191290742	5	1	2
535	14	85.9907158093994	6	1	1
536	44	84.5432792749436	8	1	1
537	28	83.837889940942	10	0	1
538	25	84.4915005865133	6	1	1
539	19	85.3832383054104	11	0	1
540	19	86.4358882655121	7	0	1
541	29	81.5771260775097	12	0	1
542	22	83.8548233297982	7	1	1
543	11	85.7113551096351	9	1	1
544	8	81.6214259332344	13	1	3
545	38	86.762444383054	12	0	1
546	27	85.9038401628882	14	0	1
547	29	85.5058171178866	10	0	1
548	22	90.9194224877602	7	0	1
549	42	87.5821302304616	10	0	1
550	7	86.1942425746962	4	1	1
